invoice_id,branch,city,customer_type,gender,product_line,unit_price
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1
767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37
182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77
729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39
186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43.0
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7
786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.7
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68
857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.63
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77
434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57
174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18
247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32
635-28-5728,A,Yangon,Normal,Male,Health and beauty,56.0
756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88
238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.76
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96
733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23
210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32
585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28
807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87
652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29
785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52
250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85
156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39
842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88
587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69
787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46
801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.06
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69
711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43
707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54
759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86
102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31
875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38
102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.25
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8
534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99
704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,60.47
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91
651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37
263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6
702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87
864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49
359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69
751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2
474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39
759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96
831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47
618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23
559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.18
565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97
674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15
778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44
832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88
869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16
190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17
276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71
109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08
569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01
222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11
760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28
538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95
416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56
636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57
