invoice_id,quantity,tax_5_percent,total,date,time,payment
308-47-4913,10,26.13,548.73,03-09-2019,12:45:00,Credit card
885-17-6250,1,3.987,83.727,03-06-2019,10:36:00,Ewallet
726-27-2396,5,19.375,406.875,1/24/2019,20:36:00,Ewallet
316-01-3952,5,13.5675,284.9175,3/13/2019,14:16:00,Ewallet
760-54-1821,9,6.1155,128.4255,3/15/2019,10:26:00,Cash
793-10-3222,6,12.318,258.678,03-05-2019,13:30:00,Credit card
346-12-3257,9,8.658,181.818,03-04-2019,16:28:00,Cash
110-05-6330,6,11.829,248.409,3/25/2019,20:18:00,Credit card
651-61-0874,4,9.244,194.124,03-12-2019,20:04:00,Credit card
236-86-3015,1,0.699,14.679,02-04-2019,13:38:00,Ewallet
831-64-0259,5,9.9375,208.6875,2/22/2019,10:43:00,Ewallet
587-03-7455,7,34.2265,718.7565,2/16/2019,17:30:00,Ewallet
882-40-4577,4,13.452,282.492,1/19/2019,15:28:00,Credit card
732-67-5346,5,3.4475,72.3975,01-11-2019,19:07:00,Credit card
725-32-9708,4,13.742,288.582,01-04-2019,19:01:00,Cash
256-08-8343,4,11.306,237.426,03-04-2019,19:48:00,Ewallet
372-26-1506,5,5.955,125.055,1/28/2019,19:24:00,Ewallet
244-08-0162,10,17.105,359.205,01-02-2019,13:00:00,Cash
569-71-4390,2,2.187,45.927,1/25/2019,14:29:00,Ewallet
132-23-6451,5,5.2425,110.0925,01-04-2019,13:21:00,Cash
696-90-2548,3,3.876,81.396,03-10-2019,18:55:00,Ewallet
472-15-9636,8,20.372,427.812,3/22/2019,19:36:00,Ewallet
268-03-6164,1,4.8055,100.9155,1/25/2019,16:28:00,Ewallet
750-57-9686,4,9.076,190.596,01-08-2019,13:48:00,Credit card
186-09-3669,1,4.0755,85.5855,1/22/2019,10:57:00,Ewallet
848-07-1692,2,5.722,120.162,01-12-2019,17:13:00,Ewallet
745-71-3520,7,8.827,185.367,02-04-2019,10:23:00,Cash
266-76-6436,3,5.79,121.59,3/28/2019,13:57:00,Ewallet
740-22-2500,3,12.6075,264.7575,1/23/2019,13:29:00,Cash
271-88-8734,10,48.605,1020.705,02-08-2019,13:00:00,Credit card
301-81-8610,8,10.168,213.528,3/19/2019,19:42:00,Credit card
489-64-4354,1,0.814,17.094,03-09-2019,15:36:00,Cash
198-84-7132,9,18.2745,383.7645,01-02-2019,13:40:00,Cash
269-10-8440,7,18.6095,390.7995,1/21/2019,18:01:00,Cash
650-98-6268,3,3.1305,65.7405,3/20/2019,13:53:00,Credit card
741-73-3559,5,16.8175,353.1675,2/27/2019,17:27:00,Cash
325-77-6186,10,45.325,951.825,03-08-2019,10:53:00,Ewallet
286-75-7818,2,6.908,145.068,1/31/2019,19:48:00,Credit card
574-57-9721,2,4.327,90.867,03-08-2019,16:53:00,Ewallet
459-50-7686,6,7.038,147.798,1/13/2019,19:14:00,Ewallet
616-87-0016,7,33.439,702.219,03-09-2019,14:36:00,Credit card
837-55-7229,1,2.372,49.812,2/22/2019,18:19:00,Credit card
751-69-0068,9,44.658,937.818,3/19/2019,19:09:00,Ewallet
257-73-1380,4,16.586,348.306,1/20/2019,16:51:00,Ewallet
345-08-4992,6,10.197,214.137,03-08-2019,15:37:00,Credit card
549-96-4200,4,3.408,71.568,03-08-2019,20:15:00,Ewallet
810-60-6344,8,16.344,343.224,02-07-2019,14:38:00,Credit card
450-28-2866,5,4.36,91.56,1/15/2019,19:25:00,Cash
394-30-3170,8,35.372,742.812,3/22/2019,19:35:00,Credit card
138-17-5109,9,40.1445,843.0345,1/15/2019,15:42:00,Credit card
192-98-7397,1,0.639,13.419,01-08-2019,14:11:00,Ewallet
301-11-9629,7,6.685,140.385,1/15/2019,10:43:00,Cash
390-80-5128,1,0.9575,20.1075,1/28/2019,17:58:00,Credit card
235-46-8343,10,13.83,290.43,2/14/2019,11:26:00,Credit card
453-12-7053,3,6.861,144.081,03-10-2019,17:38:00,Credit card
296-11-7041,1,1.3535,28.4235,01-12-2019,20:07:00,Credit card
449-27-2918,1,1.956,41.076,3/26/2019,11:02:00,Credit card
891-01-7034,6,22.413,470.673,01-01-2019,19:07:00,Cash
744-09-5786,6,6.603,138.663,01-02-2019,18:50:00,Cash
727-17-0390,5,15.9025,333.9525,3/16/2019,12:43:00,Ewallet
568-88-3448,1,1.25,26.25,03-03-2019,15:09:00,Ewallet
187-83-5490,4,4.154,87.234,1/31/2019,13:47:00,Cash
767-54-1907,5,7.39,155.19,2/13/2019,16:59:00,Cash
710-46-4433,9,34.83,731.43,2/15/2019,14:15:00,Credit card
533-33-5337,10,39.695,833.595,02-07-2019,20:24:00,Cash
325-90-8763,10,23.285,488.985,1/27/2019,13:58:00,Cash
729-46-7422,1,1.7945,37.6845,2/23/2019,16:52:00,Credit card
639-76-1242,5,10.13,212.73,02-03-2019,15:19:00,Cash
234-03-4040,10,36.525,767.025,03-03-2019,12:25:00,Credit card
326-71-2155,4,14.79,310.59,02-03-2019,10:02:00,Cash
320-32-8842,1,1.131,23.751,3/17/2019,18:58:00,Cash
470-32-9057,5,12.835,269.535,3/28/2019,15:31:00,Credit card
878-30-2331,10,27.275,572.775,03-02-2019,11:22:00,Credit card
440-59-5691,7,13.0025,273.0525,02-08-2019,13:12:00,Credit card
554-53-3790,6,11.106,233.226,3/22/2019,18:33:00,Cash
746-19-0921,1,1.079,22.659,02-09-2019,10:02:00,Ewallet
233-34-0817,1,4.942,103.782,2/15/2019,11:21:00,Cash
767-05-1286,6,25.131,527.751,1/23/2019,12:10:00,Ewallet
340-21-9136,4,8.01,168.21,1/25/2019,11:40:00,Cash
405-31-3305,10,21.565,452.865,02-02-2019,18:31:00,Credit card
731-59-7531,8,29.028,609.588,3/30/2019,17:58:00,Cash
676-39-6028,5,16.11,338.31,3/30/2019,17:04:00,Cash
502-05-1910,3,9.777,205.317,2/25/2019,20:35:00,Credit card
485-30-8700,5,8.315,174.615,3/18/2019,16:10:00,Credit card
598-47-9715,4,16.814,353.094,03-07-2019,16:54:00,Ewallet
701-69-8742,10,17.185,360.885,3/16/2019,10:11:00,Ewallet
575-67-1508,1,1.93,40.53,1/29/2019,11:26:00,Ewallet
541-08-3113,8,26.388,554.148,02-02-2019,20:29:00,Cash
246-11-3901,10,16.4,344.4,2/15/2019,12:12:00,Cash
674-15-9296,5,9.285,194.985,01-08-2019,13:05:00,Ewallet
305-18-3552,10,30.19,633.99,02-12-2019,16:19:00,Cash
493-65-6248,10,18.49,388.29,01-01-2019,19:48:00,Credit card
438-01-4015,4,9.898,207.858,3/21/2019,15:25:00,Ewallet
709-58-4068,10,20.545,431.445,2/28/2019,14:42:00,Cash
795-49-7276,4,7.43,156.03,3/23/2019,18:59:00,Ewallet
556-72-8512,1,1.148,24.108,1/30/2019,20:47:00,Cash
627-95-3243,9,34.956,734.076,02-04-2019,13:21:00,Ewallet
686-41-0932,2,3.47,72.87,3/13/2019,19:48:00,Ewallet
510-09-5628,10,9.83,206.43,3/15/2019,18:20:00,Credit card
608-04-3797,8,10.128,212.688,03-05-2019,20:24:00,Ewallet
148-82-2527,10,6.06,127.26,03-05-2019,13:44:00,Credit card
437-53-3084,2,9.989,209.769,2/26/2019,11:48:00,Ewallet
632-32-4574,8,30.368,637.728,3/20/2019,14:14:00,Cash
556-97-7101,2,6.322,132.762,01-01-2019,15:51:00,Cash
862-59-8517,6,27.072,568.512,1/27/2019,11:17:00,Cash
401-18-8016,1,4.9065,103.0365,1/21/2019,17:36:00,Cash
420-18-8989,8,20.608,432.768,02-02-2019,15:47:00,Cash
277-63-2961,1,3.6985,77.6685,02-03-2019,15:53:00,Credit card
573-98-8548,1,1.595,33.495,01-05-2019,12:40:00,Ewallet
620-02-2046,2,6.94,145.74,1/27/2019,19:48:00,Ewallet
282-35-2475,2,9.331,195.951,3/25/2019,17:53:00,Cash
511-54-3087,1,4.4225,92.8725,2/25/2019,16:36:00,Credit card
726-29-6793,8,9.672,203.112,1/28/2019,20:54:00,Ewallet
387-49-4215,3,7.275,152.775,01-08-2019,12:50:00,Cash
862-17-9201,6,25.215,529.515,1/29/2019,10:48:00,Credit card
291-21-5991,5,15.3225,321.7725,3/29/2019,14:28:00,Cash
602-80-9671,6,4.785,100.485,02-09-2019,17:15:00,Credit card
347-72-6115,7,31.759,666.939,1/16/2019,18:03:00,Credit card
209-61-0206,5,10.7275,225.2775,01-05-2019,17:29:00,Ewallet
595-27-4851,7,18.998,398.958,1/27/2019,18:05:00,Ewallet
189-52-0236,7,34.8425,731.6925,3/14/2019,12:07:00,Cash
503-07-0930,7,20.4365,429.1665,2/23/2019,19:49:00,Credit card
413-20-6708,1,2.5735,54.0435,3/18/2019,15:52:00,Ewallet
425-85-2085,5,13.715,288.015,3/29/2019,16:48:00,Ewallet
521-18-7827,5,9.8475,206.7975,1/22/2019,20:46:00,Credit card
220-28-1851,2,3.473,72.933,03-01-2019,18:14:00,Ewallet
600-38-9738,5,17.98,377.58,1/17/2019,15:05:00,Credit card
734-91-1155,3,6.8565,143.9865,3/26/2019,10:34:00,Credit card
451-28-5717,6,24.951,523.971,3/20/2019,11:23:00,Cash
609-81-8548,6,11.232,235.872,02-06-2019,13:55:00,Credit card
133-14-7229,2,6.287,132.027,01-01-2019,11:43:00,Cash
534-01-4457,6,24.513,514.773,1/27/2019,14:36:00,Credit card
719-89-8991,5,22.8525,479.9025,2/25/2019,16:03:00,Ewallet
286-62-6248,4,7.842,164.682,1/16/2019,20:03:00,Credit card
339-38-9982,2,5.986,125.706,1/13/2019,14:55:00,Ewallet
827-44-5872,10,27.18,570.78,02-07-2019,11:28:00,Credit card
827-77-7633,9,44.1405,926.9505,2/17/2019,19:41:00,Cash
287-83-1405,6,7.629,160.209,02-12-2019,19:01:00,Ewallet
435-13-4908,8,34.672,728.112,1/24/2019,18:04:00,Credit card
857-67-9057,10,11.475,240.975,02-06-2019,19:20:00,Ewallet
236-27-1144,9,7.3395,154.1295,3/26/2019,10:31:00,Ewallet
892-05-6689,5,7.08,148.68,03-11-2019,13:28:00,Ewallet
583-41-4548,7,5.8345,122.5245,02-07-2019,11:36:00,Ewallet
339-12-4827,1,3.698,77.658,01-05-2019,11:32:00,Credit card
643-38-7867,1,4.897,102.837,03-07-2019,11:44:00,Ewallet
308-81-0538,4,14.61,306.81,2/25/2019,17:16:00,Credit card
358-88-9262,6,26.244,551.124,02-01-2019,18:43:00,Ewallet
460-35-4390,3,4.602,96.642,1/22/2019,11:00:00,Ewallet
343-87-0864,1,3.794,79.674,01-03-2019,10:30:00,Credit card
173-50-1108,4,4.036,84.756,2/13/2019,12:14:00,Credit card
243-47-2663,6,5.631,118.251,1/28/2019,16:43:00,Credit card
841-18-8232,1,3.56,74.76,01-05-2019,20:40:00,Credit card
701-23-5550,4,7.762,163.002,3/19/2019,13:40:00,Ewallet
647-50-1224,10,14.71,308.91,01-12-2019,16:23:00,Ewallet
541-48-8554,9,27.4275,575.9775,01-07-2019,12:08:00,Credit card
539-21-7227,5,12.885,270.585,1/26/2019,17:45:00,Cash
213-32-1216,6,19.818,416.178,1/23/2019,10:28:00,Cash
747-58-7183,3,8.5905,180.4005,02-09-2019,20:31:00,Ewallet
582-52-8065,9,24.4395,513.2295,2/22/2019,10:49:00,Cash
210-57-1719,9,26.208,550.368,02-05-2019,12:34:00,Cash
399-69-4630,6,6.663,139.923,03-07-2019,10:23:00,Credit card
134-75-2619,7,6.762,142.002,3/25/2019,18:51:00,Cash
356-44-8813,3,5.622,118.062,1/20/2019,13:45:00,Credit card
198-66-9832,2,7.204,151.284,02-04-2019,19:38:00,Cash
283-26-5248,10,49.26,1034.46,1/30/2019,20:23:00,Ewallet
712-39-0363,6,12.498,262.458,01-02-2019,15:24:00,Ewallet
218-59-9410,3,10.863,228.123,3/29/2019,16:54:00,Ewallet
174-75-0888,9,9.711,203.931,3/14/2019,12:32:00,Cash
866-99-7614,10,44.6,936.6,02-11-2019,15:42:00,Credit card
134-54-4720,8,16.968,356.328,1/30/2019,13:58:00,Ewallet
760-90-2357,6,22.353,469.413,3/20/2019,15:08:00,Ewallet
514-37-2845,2,9.925,208.425,3/20/2019,13:02:00,Cash
698-98-5964,10,40.605,852.705,1/17/2019,13:01:00,Credit card
718-57-9773,10,24.665,517.965,02-03-2019,16:40:00,Credit card
651-88-7328,9,29.583,621.243,01-01-2019,13:55:00,Cash
241-11-2261,7,27.951,586.971,01-10-2019,10:33:00,Credit card
408-26-9866,7,25.893,543.753,03-02-2019,16:42:00,Ewallet
834-83-1826,5,20.51,430.71,2/25/2019,17:16:00,Credit card
343-61-3544,10,13.335,280.035,1/29/2019,11:48:00,Cash
239-48-4278,7,3.5455,74.4555,03-10-2019,19:35:00,Ewallet
355-34-6244,2,7.239,152.019,1/13/2019,19:55:00,Credit card
550-84-8664,5,21.4775,451.0275,3/22/2019,14:33:00,Credit card
339-96-8318,7,28.4585,597.6285,03-01-2019,19:49:00,Ewallet
458-61-0011,4,12.06,253.26,2/20/2019,18:43:00,Cash
592-34-6155,4,6.354,133.434,1/14/2019,14:43:00,Ewallet
797-88-0493,4,12.854,269.934,3/26/2019,13:54:00,Cash
207-73-1363,2,6.951,145.971,03-01-2019,12:15:00,Ewallet
390-31-6381,3,4.083,85.743,01-07-2019,12:37:00,Cash
443-82-0585,4,15.536,326.256,02-01-2019,19:54:00,Cash
339-18-7061,2,9.298,195.258,2/13/2019,15:06:00,Credit card
359-90-3665,4,3.616,75.936,1/14/2019,18:03:00,Credit card
375-72-3056,3,9.459,198.639,1/19/2019,15:58:00,Ewallet
127-47-6963,4,10.342,217.182,03-09-2019,13:53:00,Credit card
278-86-2735,3,7.851,164.871,3/27/2019,14:03:00,Cash
695-28-6250,5,10.765,226.065,02-04-2019,16:38:00,Ewallet
379-17-6588,10,29.805,625.905,3/14/2019,11:07:00,Cash
227-50-3718,5,3.655,76.755,03-04-2019,12:23:00,Cash
302-15-2162,6,13.959,293.139,03-03-2019,10:54:00,Credit card
788-07-8452,7,8.484,178.164,1/27/2019,17:38:00,Ewallet
560-49-6611,1,2.279,47.859,02-07-2019,14:13:00,Cash
880-35-0356,3,11.28,236.88,02-05-2019,11:51:00,Ewallet
585-11-6748,3,14.52,304.92,3/15/2019,13:05:00,Cash
470-31-3286,3,2.223,46.683,03-01-2019,11:30:00,Credit card
152-68-2907,3,7.83,164.43,2/15/2019,13:30:00,Credit card
123-35-4896,9,20.997,440.937,2/17/2019,19:11:00,Ewallet
258-69-7810,5,9.2125,193.4625,1/26/2019,18:53:00,Cash
334-64-2006,2,7.032,147.672,3/24/2019,14:22:00,Ewallet
219-61-4139,1,4.154,87.234,1/23/2019,17:16:00,Ewallet
881-41-7302,1,3.2495,68.2395,1/26/2019,10:06:00,Credit card
373-09-4567,10,38.78,814.38,3/14/2019,20:35:00,Ewallet
642-30-6693,6,16.353,343.413,3/17/2019,13:54:00,Ewallet
484-22-8230,7,18.1615,381.3915,01-08-2019,20:08:00,Cash
830-58-2383,4,6.35,133.35,02-08-2019,15:26:00,Cash
559-98-9873,7,18.7775,394.3275,02-10-2019,12:56:00,Ewallet
544-32-5024,4,9.958,209.118,3/28/2019,19:16:00,Credit card
318-12-0304,1,1.5305,32.1405,1/23/2019,12:20:00,Ewallet
349-97-8902,2,5.789,121.569,1/17/2019,10:37:00,Ewallet
421-95-9805,1,1.448,30.408,02-07-2019,10:18:00,Credit card
277-35-5865,9,44.5365,935.2665,03-09-2019,11:23:00,Cash
789-23-8625,3,13.983,293.643,1/24/2019,11:45:00,Cash
284-54-4231,1,4.0465,84.9765,1/19/2019,16:08:00,Credit card
443-59-0061,10,33.725,708.225,02-03-2019,11:25:00,Ewallet
509-29-3912,9,17.424,365.904,3/20/2019,12:24:00,Ewallet
327-40-9673,6,21.78,457.38,1/13/2019,19:51:00,Cash
840-19-2096,5,21.9775,461.5275,3/14/2019,18:10:00,Ewallet
828-46-6863,6,29.559,620.739,1/23/2019,11:22:00,Credit card
641-96-3695,6,13.038,273.798,02-07-2019,17:55:00,Ewallet
420-97-3340,3,10.752,225.792,3/28/2019,15:30:00,Credit card
436-54-4512,1,4.5805,96.1905,3/20/2019,19:44:00,Cash
670-79-6321,7,33.1065,695.2365,1/17/2019,15:27:00,Credit card
852-62-7105,10,41.625,874.125,01-12-2019,11:25:00,Credit card
598-06-7312,1,4.5675,95.9175,2/16/2019,15:42:00,Cash
135-13-8269,2,7.888,165.648,1/26/2019,16:04:00,Cash
816-57-2053,2,6.087,127.827,03-09-2019,12:37:00,Ewallet
628-90-8624,10,41.29,867.09,3/14/2019,14:41:00,Cash
856-66-2701,3,7.995,167.895,1/25/2019,14:19:00,Ewallet
308-39-1707,1,0.6045,12.6945,1/26/2019,18:19:00,Credit card
149-61-1929,10,32.095,673.995,1/19/2019,14:08:00,Credit card
655-07-2265,3,11.7465,246.6765,03-05-2019,16:38:00,Ewallet
589-02-8023,2,8.377,175.917,1/15/2019,10:54:00,Credit card
420-04-7590,3,14.955,314.055,3/18/2019,11:29:00,Ewallet
182-88-2763,3,11.9865,251.7165,3/20/2019,19:28:00,Credit card
188-55-0967,10,33.235,697.935,1/15/2019,15:01:00,Credit card
610-46-4100,7,10.1325,212.7825,03-03-2019,20:31:00,Credit card
318-81-2368,1,2.31,48.51,3/19/2019,12:16:00,Cash
364-33-8584,5,4.4075,92.5575,03-08-2019,15:27:00,Cash
665-63-9737,3,7.863,165.123,2/27/2019,17:36:00,Ewallet
695-09-5146,3,14.8185,311.1885,2/23/2019,20:00:00,Ewallet
155-45-3814,8,35.42,743.82,3/19/2019,15:29:00,Ewallet
794-32-2436,2,5.567,116.907,3/27/2019,15:08:00,Ewallet
131-15-8856,8,29.008,609.168,3/30/2019,19:26:00,Credit card
273-84-2164,5,3.0125,63.2625,2/16/2019,15:53:00,Ewallet
706-36-6154,9,8.712,182.952,1/18/2019,18:43:00,Ewallet
778-89-7974,6,21.063,442.323,3/30/2019,14:58:00,Cash
574-31-8277,1,1.6815,35.3115,3/20/2019,19:55:00,Cash
859-71-0933,2,1.549,32.529,1/16/2019,15:10:00,Cash
740-11-5257,10,12.37,259.77,2/24/2019,16:44:00,Cash
369-82-2676,5,18.915,397.215,1/15/2019,18:22:00,Ewallet
563-47-4072,6,16.743,351.603,1/22/2019,11:52:00,Cash
742-04-5161,10,36.39,764.19,02-03-2019,17:24:00,Cash
149-15-7606,9,16.794,352.674,03-06-2019,15:31:00,Ewallet
133-77-3154,4,12.036,252.756,2/16/2019,18:04:00,Credit card
169-52-4504,3,2.3535,49.4235,3/14/2019,14:13:00,Credit card
250-81-7186,1,4.9845,104.6745,2/27/2019,10:23:00,Credit card
562-12-5430,3,13.2225,277.6725,1/18/2019,10:11:00,Ewallet
816-72-8853,5,6.9825,146.6325,1/29/2019,15:48:00,Cash
491-38-3499,1,2.7725,58.2225,2/26/2019,17:46:00,Credit card
322-02-2271,3,6.4455,135.3555,02-03-2019,11:46:00,Cash
842-29-4695,7,5.999,125.979,1/16/2019,12:07:00,Credit card
725-67-2480,6,17.625,370.125,3/24/2019,18:14:00,Credit card
641-51-2661,10,43.55,914.55,02-12-2019,14:45:00,Credit card
714-02-3114,2,9.88,207.48,2/21/2019,11:39:00,Cash
518-17-2983,4,9.726,204.246,02-04-2019,15:44:00,Ewallet
779-42-2410,3,8.661,181.881,2/20/2019,13:06:00,Ewallet
190-14-3147,4,3.594,75.474,2/23/2019,20:43:00,Ewallet
408-66-6712,6,14.313,300.573,2/16/2019,14:19:00,Ewallet
679-22-6530,2,4.062,85.302,1/17/2019,10:01:00,Credit card
588-47-8641,10,28.02,588.42,1/14/2019,19:30:00,Ewallet
642-61-4706,2,9.34,196.14,3/30/2019,16:34:00,Cash
576-31-4774,3,11.0115,231.2415,03-02-2019,13:10:00,Ewallet
556-41-6224,8,13.456,282.576,2/15/2019,17:10:00,Credit card
811-03-8790,10,22.74,477.54,03-01-2019,10:22:00,Credit card
242-11-3142,2,8.377,175.917,2/24/2019,19:57:00,Cash
752-23-3760,7,22.428,470.988,2/19/2019,19:29:00,Credit card
274-05-5470,4,14.694,308.574,2/23/2019,18:30:00,Cash
648-94-3045,10,29.475,618.975,02-07-2019,14:27:00,Ewallet
130-67-4723,6,14.55,305.55,01-11-2019,13:57:00,Ewallet
528-87-5606,1,1.974,41.454,02-12-2019,19:43:00,Cash
320-85-2052,1,1.7405,36.5505,1/14/2019,10:11:00,Credit card
370-96-0655,6,14.796,310.716,01-09-2019,13:46:00,Ewallet
105-10-6182,2,2.148,45.108,2/27/2019,12:22:00,Ewallet
510-79-0415,6,6.924,145.404,1/24/2019,19:20:00,Ewallet
241-96-5076,2,4.91,103.11,01-08-2019,12:58:00,Credit card
767-97-4650,2,6.483,136.143,01-08-2019,11:59:00,Credit card
648-83-1321,10,31.78,667.38,1/16/2019,17:59:00,Cash
173-57-2300,2,7.288,153.048,3/13/2019,12:51:00,Cash
305-03-2383,3,10.065,211.365,2/15/2019,10:36:00,Cash
394-55-6384,9,31.5855,663.2955,1/25/2019,13:38:00,Cash
266-20-6657,7,19.264,404.544,03-12-2019,19:39:00,Ewallet
689-05-1884,10,24.315,510.615,03-04-2019,12:44:00,Cash
196-01-2849,7,25.683,539.343,02-10-2019,13:56:00,Cash
372-62-5264,9,23.67,497.07,1/16/2019,14:42:00,Cash
800-09-8606,5,21.8425,458.6925,1/29/2019,19:45:00,Cash
182-52-7000,4,5.408,113.568,01-01-2019,20:26:00,Ewallet
826-58-8051,4,12.438,261.198,01-06-2019,19:46:00,Ewallet
868-06-0466,9,31.311,657.531,2/19/2019,19:38:00,Credit card
751-41-9720,10,48.75,1023.75,01-12-2019,16:18:00,Ewallet
626-43-7888,8,24.164,507.444,02-07-2019,12:23:00,Ewallet
176-64-7711,3,4.848,101.808,3/27/2019,19:11:00,Credit card
191-29-0321,10,9.885,207.585,2/27/2019,18:57:00,Credit card
729-06-2010,9,36.2115,760.4415,01-06-2019,11:18:00,Cash
640-48-5028,9,39.7755,835.2855,03-02-2019,12:40:00,Cash
186-79-9562,7,25.1195,527.5095,3/29/2019,14:06:00,Cash
834-45-5519,4,8.6,180.6,1/31/2019,20:48:00,Ewallet
162-65-8559,1,3.449,72.429,1/21/2019,20:13:00,Cash
760-27-5490,8,6.248,131.208,1/20/2019,20:37:00,Ewallet
445-30-9252,3,3.855,80.955,1/17/2019,17:59:00,Ewallet
786-94-2700,6,24.186,507.906,2/28/2019,20:18:00,Cash
728-88-7867,4,15.106,317.226,3/19/2019,15:52:00,Ewallet
183-21-3799,9,34.9335,733.6035,2/19/2019,15:14:00,Ewallet
268-20-3585,9,6.2325,130.8825,02-04-2019,12:50:00,Ewallet
735-32-9839,8,39.48,829.08,1/31/2019,10:36:00,Ewallet
258-92-7466,5,8.92,187.32,02-06-2019,18:33:00,Credit card
857-16-3520,7,25.011,525.231,3/28/2019,16:06:00,Ewallet
482-17-1179,3,1.791,37.611,1/19/2019,12:47:00,Credit card
788-21-5741,3,6.807,142.947,2/17/2019,13:34:00,Credit card
821-14-9046,6,5.244,110.124,1/18/2019,15:04:00,Credit card
418-05-0656,7,8.946,187.866,02-02-2019,20:42:00,Cash
678-79-0726,9,40.7835,856.4535,1/18/2019,15:28:00,Cash
776-68-1096,3,6.618,138.978,3/18/2019,13:45:00,Credit card
592-46-1692,7,12.8695,270.2595,01-11-2019,20:10:00,Cash
434-35-9162,4,4.668,98.028,02-04-2019,18:53:00,Ewallet
149-14-0304,8,11.4,239.4,02-06-2019,14:24:00,Cash
442-44-6497,3,8.3355,175.0455,01-08-2019,11:42:00,Credit card
174-64-0215,10,34.87,732.27,03-05-2019,17:49:00,Credit card
210-74-9613,4,19.452,408.492,3/16/2019,15:33:00,Ewallet
299-29-0180,7,18.263,383.523,03-09-2019,10:54:00,Cash
247-11-2470,4,4.464,93.744,03-01-2019,16:23:00,Credit card
635-28-5728,3,8.4,176.4,2/28/2019,19:33:00,Ewallet
756-49-0168,1,0.985,20.685,02-08-2019,11:39:00,Ewallet
438-23-1242,7,26.558,557.718,1/24/2019,10:38:00,Ewallet
238-45-6950,1,2.686,56.406,03-01-2019,20:03:00,Ewallet
607-65-2441,10,40.975,860.475,03-10-2019,12:39:00,Credit card
386-27-7606,7,28.42,596.82,3/23/2019,15:59:00,Credit card
137-63-5492,10,29.38,616.98,1/29/2019,14:26:00,Ewallet
197-77-7132,8,36.624,769.104,01-12-2019,18:22:00,Ewallet
805-86-0265,9,42.282,887.922,3/20/2019,11:32:00,Cash
733-29-1227,7,19.4635,408.7335,3/23/2019,12:41:00,Cash
451-73-2711,1,4.2415,89.0715,1/14/2019,15:20:00,Ewallet
373-14-0504,2,7.163,150.423,02-12-2019,14:33:00,Ewallet
546-80-2899,2,3.769,79.149,2/20/2019,15:29:00,Ewallet
345-68-9016,8,12.668,266.028,01-02-2019,16:19:00,Credit card
390-17-5806,1,1.921,40.341,02-02-2019,16:33:00,Cash
457-13-1708,10,32.615,684.915,01-08-2019,19:07:00,Credit card
664-14-2882,5,2.6325,55.2825,1/30/2019,14:43:00,Credit card
487-79-6868,9,5.5305,116.1405,3/26/2019,19:28:00,Credit card
314-23-4520,7,28.4305,597.0405,1/15/2019,20:44:00,Cash
210-30-7976,4,4.464,93.744,3/14/2019,11:16:00,Ewallet
585-86-8361,5,6.82,143.22,02-03-2019,10:31:00,Credit card
807-14-7833,10,8.71,182.91,2/22/2019,12:30:00,Ewallet
775-72-1988,5,18.32,384.72,1/24/2019,15:05:00,Ewallet
288-38-3758,3,12.7305,267.3405,1/25/2019,18:30:00,Ewallet
652-43-6591,8,38.916,817.236,03-09-2019,13:18:00,Credit card
785-96-0615,8,14.296,300.216,2/17/2019,15:28:00,Ewallet
406-46-7107,6,28.956,608.076,01-11-2019,11:52:00,Cash
250-17-5703,10,9.425,197.925,2/27/2019,18:24:00,Ewallet
156-95-3964,4,11.078,232.638,3/25/2019,15:19:00,Ewallet
842-40-8179,10,38.6,810.6,02-11-2019,10:38:00,Credit card
525-09-8450,10,36.065,757.365,1/31/2019,15:12:00,Credit card
410-67-1709,8,25.552,536.592,1/20/2019,17:48:00,Ewallet
587-73-4862,5,2.6725,56.1225,3/26/2019,11:07:00,Ewallet
787-87-2010,4,11.1,233.1,1/20/2019,15:48:00,Credit card
593-14-4239,8,38.184,801.864,03-05-2019,19:40:00,Ewallet
801-88-0346,3,11.409,239.589,01-05-2019,20:30:00,Credit card
388-76-2555,6,4.107,86.247,2/13/2019,13:59:00,Cash
711-31-1234,4,19.128,401.688,3/16/2019,18:51:00,Cash
886-54-6089,6,3.429,72.009,1/15/2019,17:24:00,Cash
707-32-7409,4,19.108,401.268,2/26/2019,11:58:00,Ewallet
759-98-4285,7,30.0545,631.1445,2/27/2019,19:01:00,Credit card
201-63-8275,7,23.7965,499.7265,2/17/2019,16:50:00,Ewallet
471-06-8611,1,2.621,55.041,02-06-2019,10:22:00,Credit card
200-16-5952,2,6.565,137.865,1/17/2019,16:46:00,Cash
120-54-2248,5,7.215,151.515,1/22/2019,18:08:00,Credit card
102-77-2261,7,22.8585,480.0285,03-05-2019,18:02:00,Credit card
875-31-8302,1,4.669,98.049,01-03-2019,13:07:00,Cash
102-06-2002,5,6.3125,132.5625,3/20/2019,17:52:00,Cash
457-94-0464,9,39.5415,830.3715,1/31/2019,20:32:00,Ewallet
629-42-4133,8,8.72,183.12,2/19/2019,19:24:00,Cash
534-53-3526,4,18.952,397.992,02-11-2019,16:06:00,Ewallet
307-04-2070,1,1.531,32.151,02-05-2019,14:14:00,Credit card
468-99-7231,8,17.604,369.684,03-03-2019,17:36:00,Cash
516-77-6464,5,2.54,53.34,2/24/2019,13:08:00,Ewallet
404-91-5964,7,26.103,548.163,02-04-2019,16:09:00,Credit card
